,type,locale,url,title,description,lastModified,slug,boxArt,gallery,platform,releaseDateMask,characters,categories,esrb,esrbDescriptors,virtualConsole,generalFilters,filterShops,filterPlayers,publishers,developers,players,featured,freeToStart,availability,objectID,_highlightResult,nsuid,msrp,priceRange,salePrice,id,hasPT
338,game,en_US,/games/detail/if-my-heart-had-wings-switch,If My Heart Had Wings,"Aoi Minase returns with shattered dreams to his wind-swept hometown of Kazegaura. There, atop a hill lined with wind turbines, he encounters a wheelchair-bound girl, Kotori Habane, and a beautiful, white glider soaring through the sky.
Together, they decide to revive their school's defunct Soaring Club in order to ride the &quot;Morning Glory&quot;, a phantom cloud carried on the wind that blows across Kazegaura.
This is a tale of youth, a tale of boys and girls who loved the sky.",1569957018124,if-my-heart-had-wings-switch,/content/dam/noa/en_US/games/switch/i/if-my-heart-had-wings-switch/Switch_IfMyHeartHadWings_box_eShop.png,/content/dam/noa/en_US/games/switch/i/if-my-heart-had-wings-switch/screenshot-gallery/Switch_IfMyHeartHadWings_01.jpg,Nintendo Switch,2019-09-05T00:00:00.000-07:00,[],['Adventure'],Everyone,[],na,['Online Play via Nintendo Switch Online'],[],[],['MoeNovel'],,1 player,False,False,['Available now'],38cb8a0e-b603-3fc7-b64a-0caa2b15876e,"{'title': {'value': 'If My Heart Had Wings', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000021828', 'matchLevel': 'none', 'matchedWords': []}}",70010000021828,19.99,$10 - $19.99,,,
339,game,en_US,/games/detail/the-battle-of-mahjong-switch,The Battle Of Mahjong,"“The Battle Of Mahjong” is the best longan game, players can know more about the quintessence of Chinese culture and the fun of mahjong through the challenges from the game. Every missions have certain connections, once you've won all the battles, the hidden characters and different functions are waiting for you! Are you ready for it? A free single user game for you to play until the end! Chinese and English versions are out now, come and join the battle today!
&nbsp;
【Game Features】
- The first Mahjong game supports Chinese and English versions in HK!
- Lots of hidden characters are waiting for you!
- No monthly fee! And you can play the game every moment you want to!",1569957018124,the-battle-of-mahjong-switch,/content/dam/noa/en_US/games/switch/t/the-battle-of-mahjong-switch/Switch_TheBattleofMahjong_box_eShop.png,/content/dam/noa/en_US/games/switch/t/the-battle-of-mahjong-switch/screenshot-gallery/Switch_TheBattleofMahjong_01.jpg,Nintendo Switch,2019-09-05T00:00:00.000-07:00,[],"['Board Game', 'Strategy', 'Puzzle', 'Training']",Everyone,[],na,['Online Play via Nintendo Switch Online'],[],[],['Kusone Studio'],,1 player,False,False,['Available now'],32df4f18-2aa9-37d5-839d-0cc0f74f0d44,"{'title': {'value': 'The Battle Of Mahjong', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000012834', 'matchLevel': 'none', 'matchedWords': []}}",70010000012834,9.99,$5 - $9.99,,,
340,game,en_US,/games/detail/pocket-clothier-switch,Pocket Clothier,"Ever wanted to run your own clothing store? Now you can!&nbsp;
Let your inner fashionista flower as you cultivate a quaint corner shop into a world-class super brand!
Position mannequins, run promotions, even set up an in-store crepe stand. Dream up other ways to stand out so that shoppers can't stay away!

Patrons will also rely on your fashion sense to coordinate ensembles for big occasions. Elevating their style level will unlock new career paths for them--meaning more revenue for you!

Are you ready to try your hand at the trade of trend?

Try searching for &quot;Kairosoft&quot; to see all of our games!!",1569957018124,pocket-clothier-switch,/content/dam/noa/en_US/games/switch/p/pocket-clothier-switch/Switch_PocketClothier_box_eShop.png,/content/dam/noa/en_US/games/switch/p/pocket-clothier-switch/screenshot-gallery/Switch_PocketClothier_01.jpg,Nintendo Switch,2019-09-05T00:00:00.000-07:00,[],"['Other', 'Simulation', 'Study', 'Communication']",Everyone,[],na,['Online Play via Nintendo Switch Online'],[],[],['Kairosoft'],,1 player,False,False,['Available now'],26ed8058-ee4c-3bbe-8584-9b9e2a3ba19e,"{'title': {'value': 'Pocket Clothier', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000018887', 'matchLevel': 'none', 'matchedWords': []}}",70010000018887,12.0,$10 - $19.99,,,
341,game,en_US,/games/detail/space-cows-switch,Space Cows,"Space Cows is a cheesy twin-stick shooter featuring weaponized toilet plunger and intense zero gravity combat.
Shoot, dash and wobble in slow motion to save cows and lay vengeance upon an evil corporation.
&nbsp;
Crazy combat: Armed with a toilet plunger move your naked butt and whack 2165 mootants.
Fart away from harm, unleash rage to obliterate enemies and mess with time.
Be the plunger danger.
&nbsp;
Space tactics: Physics-infused swarm patterns require spontaneous approaches and sharp reflexes.
Fight wildly and fart wisely.
Or the other way round.
&nbsp;
Milk must flow: Milk your way through various minigames because we’ve heard you like minigames so we put minigames in our game so you can play minigames while playing a game.
And also to win life.
&nbsp;
Leave no cow behind.",1569957018124,space-cows-switch,/content/dam/noa/en_US/games/switch/s/space-cows-switch/Switch_SpaceCows_box_eShop.png,FwZ3VkaTE6sNrE8o8I2mxako9Yr5v-mt,Nintendo Switch,2019-09-05T00:00:00.000-07:00,[],"['Action', 'Adventure', 'Arcade']",Teen,"['Crude Humor', 'Fantasy Violence', 'Sexual Themes', 'Blood']",na,[],[],[],['ALL IN! GAMES'],['Happy Corruption'],1 player,False,False,['Available now'],23824482-8ef4-3d2d-9bb5-db218fff2c92,"{'title': {'value': 'Space Cows', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000020688', 'matchLevel': 'none', 'matchedWords': []}}",70010000020688,12.99,$10 - $19.99,,,
342,game,en_US,/games/detail/headliner-novinews-switch,Headliner: NoviNews,"A stack of news article sits on your desk, two stampers on each side - green to approve, red to reject. Your reporting team is hacking away in the background as corporate music plays through the loudspeaker. It's time to make decisions. Will you endorse nationalized healthcare, even though your love interest is worried about increased wait times? Will you demonize the new synthetic alcoholic drink, even though your boss stressed they are an important investor? Will you support current government, as tensions grow between the neighboring country?
After work, you emerge on the streets of Novistan, shaped by the very news you publish. Perhaps you will see more graffiti, angry bums or even a riot? Or perhaps you will turn the nation into peaceful utopia, filled with cameras and drones watching your every step? How will your channel address tragic events about to happen? Will you agree to meet the clandestine group of truthtellers, or stop to watch the Prime Minister's speech?&nbsp;

On the way home you meet with three main characters: Evie, your co-worker and immigrant, worried about her health and growing xenophobic sentiment; your brother Justin, an aspiring comedian struggling with impostor syndrome and social anxiety; finally Rudy, a single father trying to provide for his little girl and keep his store afloat, while a mega-mart opens up next door. Each day provides a glimpse into their life and how the media shapes their beliefs.&nbsp;

But every Headliner deserves to relax at home from the stress of the job. Listen to the radio and unwind on the comfy couch bought with hard-earned cash, as you watch the city burn outside the window. Perhaps splurge on treats to feed your doggo? Adopt a drone? Have your brother over for dinner? Or maybe keep your doors locked, hoarding every penny, as your apartment slowly fills with piles of cash?&nbsp;

After good night's sleep, it's time to once again face to boss, new articles, a growing sense of responsibility, and.... power.&nbsp;",1569957018124,headliner-novinews-switch,/content/dam/noa/en_US/games/switch/h/headliner-novinews-switch/Switch_HeadlinerNoviNews_box_eShop.png,N3cjNnaTE67v0e1ivDnx6e4ntAZNrZX6,Nintendo Switch,2019-09-05T00:00:00.000-07:00,[],"['Adventure', 'Education', 'Role-Playing', 'Simulation']",Teen,"['Alcohol Reference', 'Blood', 'Crude Humor', 'Language', 'Use of Tobacco', 'Violence']",na,[],[],[],['Unbound Creations'],['Unbound Creations'],1 player,False,False,['Available now'],1fa154b7-9180-350a-bb63-eda800764eca,"{'title': {'value': 'Headliner: NoviNews', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000020501', 'matchLevel': 'none', 'matchedWords': []}}",70010000020501,13.99,$10 - $19.99,,,
343,game,en_US,/games/detail/divinity-original-sin-2-definitive-edition-switch,Divinity: Original Sin 2 - Definitive Edition,"The battle for Divinity has begun. Choose wisely and trust sparingly; darkness lurks within every heart. Master deep, tactical combat. Join up to 3 other players - but know that only one of you will have the chance to become a God, in multi-award winning RPG Divinity: Original Sin 2.
&nbsp;
- Choose from over 5 races and 6 unique origin characters or create your own.
- Unlimited freedom to explore and experiment, with friends or with AI companions.
- Hundreds of additional tweaks and changes come with the Definitive Edition",1569957018124,divinity-original-sin-2-definitive-edition-switch,/content/dam/noa/en_US/games/switch/d/divinity-original-sin-2-definitive-edition-switch/Switch_DivinityOriginalSin2_box_eShop.png,85OXBmaTE6Z9ICRnDfEur7zH1TqUovBM,Nintendo Switch,2019-09-04T00:00:00.000-07:00,[],"['Adventure', 'Multiplayer', 'Role-Playing', 'Strategy']",Mature,"['Violence', 'Blood and Gore', 'Language', 'Sexual Themes', 'Users Interact']",na,['Online Play via Nintendo Switch Online'],[],"['3+', '2+', '1+']",['Larian Studios'],"['Larian Studios', 'The Dragon Commanders']",up to 4 players,False,False,['Available now'],87d57414-3476-3bc8-94a3-20bfeca05bb3,"{'title': {'value': 'Divinity: Original Sin 2 - Definitive Edition', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000015971', 'matchLevel': 'none', 'matchedWords': []}}",70010000015971,49.99,$40+,,,
344,game,en_US,/games/detail/deadly-premonition-origins-switch,Deadly Premonition Origins,"A mysterious serial murder occurs in Greenvale, a small town in North America surrounded by a beautiful nature.
FBI agent York sets out with his &quot;friend&quot; Zach to face the case.
Spend time with the town-people, soak your self into the nature and truth will gradually become clear. When you finally get to the truth, you'll find yourself difficult to leave Greenvale.",1569957018124,deadly-premonition-origins-switch,/content/dam/noa/en_US/games/switch/d/deadly-premonition-origins-switch/Switch_DeadlyPremonitionOrigins_box_eShop.png,/content/dam/noa/en_US/games/switch/d/deadly-premonition-origins-switch/screenshot-gallery/Switch_DeadlyPremonitionOrigins_01.jpg,Nintendo Switch,2019-09-04T00:00:00.000-07:00,[],"['Action', 'Adventure']",Mature,"['Intense Violence', 'Suggestive Themes', 'Partial Nudity', 'Blood']",na,[],[],[],['TOYBOX'],['TOYBOX'],1 player,False,False,['Available now'],4b8a02d1-5a91-3d86-94f2-e4514141afa5,"{'title': {'value': 'Deadly Premonition Origins', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000022468', 'matchLevel': 'none', 'matchedWords': []}}",70010000022468,29.99,$20 - $39.99,,,
345,game,en_US,/games/detail/the-long-journey-home-switch,The Long Journey Home,"There are a million worlds in the galaxy. Only one of them is Home.
It was supposed to be a short test run – a quick flight to Alpha Centauri and back. But when mankind’s first experimental jump drive goes wrong, you and your crew find yourselves trapped on the wrong side of the galaxy. Now, you are entirely on your own – and the only way back leads through the vast unknown of outer space.
On your strange journey, you will encounter unforeseen obstacles and unimaginable treasures. You will fail and you will pick yourselves up again. You will suffer painful losses and also make new friends – in a vibrant universe that changes its design with every new journey. Your most important goal: Bring your crew back home to their families and friends.
The Long Journey Home combines an open world full of galaxies, planets and anomalies with quests and mechanics of a rogue-like RPG. You have to make decisions – and choose to live with the consequences.
One destination. Endless adventures. Where will this journey take you?
&nbsp;
Features
• Explore a living, procedurally generated universe and encounter diverse alien races.• Revisit galaxies in which you have already travelled and try to take different paths in a familiar environment.
• Form alliances with strange aliens, from the noble knights of the Wolphax to the unpredictable Ilitza.
• Raid alien tombs full of traps and treasure, compete in the galaxy’s greatest combat tournament and research strange artifacts.
• Assemble your own crew and use their individual skills, from archeology to technology or diplomacy.
• Conduct negotiations and make challenging decisions, which will change the universe forever.&nbsp;",1569957018124,the-long-journey-home-switch,/content/dam/noa/en_US/games/switch/t/the-long-journey-home-switch/Switch_TheLongJourneyHome_box_eShop.png,/content/dam/noa/en_US/games/switch/t/the-long-journey-home-switch/screenshot-gallery/Switch_TheLongJourneyHome_01.jpg,Nintendo Switch,2019-09-04T00:00:00.000-07:00,[],['Adventure'],Mature,"['Sexual Themes', 'Strong Language']",na,['Online Play via Nintendo Switch Online'],[],[],['Daedalic GmbH'],['Daedalic Entertainment GmbH'],1 player,False,False,['Available now'],3883f1c4-75cd-3691-96b9-d1e68a0686c7,"{'title': {'value': 'The Long Journey Home', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000014440', 'matchLevel': 'none', 'matchedWords': []}}",70010000014440,29.99,$20 - $39.99,,,
346,game,en_US,/games/detail/just-black-jack-switch,Just Black Jack,"Feel lucky today?&nbsp;
Place a bet, get more points than the dealer and win chips.&nbsp;
Enjoy BlackJack 21 - Vegas Casino without risking your money and become a Professional Blackjack Player.",1570119002718,just-black-jack-switch,/content/dam/noa/en_US/games/switch/j/just-black-jack-switch/Switch_JustBlackJack_box_eShop.png,/content/dam/noa/en_US/games/switch/j/just-black-jack-switch/screenshot-gallery/Switch_JustBlackJack_01.jpg,Nintendo Switch,2019-09-04T00:00:00.000-07:00,[],"['Arcade', 'Board Game', 'Strategy', 'Puzzle']",Teen,['Simulated Gambling'],na,['Deals'],[],[],['Run-Down Games'],['Run-Down Games'],1 player,False,False,['Available now'],2755b8c8-0109-30c4-afd8-0dd8b680748e,"{'title': {'value': 'Just Black Jack', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000022046', 'matchLevel': 'none', 'matchedWords': []}, 'salePrice': {'value': '0.99', 'matchLevel': 'none', 'matchedWords': []}}",70010000022046,1.99,$0 - $4.99,0.99,,
347,game,en_US,/games/detail/barrier-x-switch,BARRIER X,"For this game, “fast-paced” is an understatement!
Barrier X will be an ultimate test to your reaction and the ability to make lightning-fast decisions!
Just follow these simple rules: don’t stay on Red, shoot your enemies, and feel the speed!
Key Features:
Insanely fast gameplay! – Speed up every 15 seconds! Test your limits and dodge the barriers!
7 Endless Levels – New features on each level, unlock the next one by surviving for 30 seconds!
Let the Music carry you! – Enjoy your flight with the best of electronic music!",1569957018124,barrier-x-switch,/content/dam/noa/en_US/games/switch/b/barrier-x-switch/Switch_BARRIERX_box_eShop.png,s3ajdkaTE6S9pYilXn0S7O_IwX1B3bjk,Nintendo Switch,2019-09-03T00:00:00.000-07:00,[],"['Action', 'Arcade', 'Racing']",Everyone,[],na,['Online Play via Nintendo Switch Online'],[],[],['HYPETRAIN DIGITAL'],,1 player,False,False,['Available now'],929e2ec8-76a1-3886-90ae-975950cb46ed,"{'title': {'value': 'BARRIER X', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000022383', 'matchLevel': 'none', 'matchedWords': []}}",70010000022383,2.99,$0 - $4.99,,,
348,game,en_US,/games/detail/torchlight-2-switch,Torchlight II,"Play Torchlight II and receive an exclusive pet Unicorn.
Torchlight II takes you back into the quirky, fast-paced world of bloodthirsty monsters, bountiful treasures, and sinister secrets - and, once again, the fate of the world is in your hands.

Torchlight II is fast, fun, and filled to the brim with action and loot. Adventure solo or form a party online with your friends.

&nbsp;
Action-Packed Multiplayer
Play co-op with up to 4 players online. Experiment with hero synergies and take on the fiercest opponents together, for the world’s most awesome loot.
&nbsp;
Customizable Characters
Create and customize characters from one of four distinct classes. Each class can be played as male or female, and robust skillsets and equipment variety give tons of opportunity for unique builds.
&nbsp;
Open, Dynamic World
Explore vast overland areas and multiple hub towns. Fight through rain and snow, day and night. Level randomization ensures fresh new layouts, paths, loot, and monsters every time you play.
&nbsp;
Pets and Fishing
Choose how to empower your pet with special transforming consumables. Your pet can fight by your side or make a run to town to sell loot so you don’t have to.
&nbsp;
New Game Plus
Once you've beaten Torchlight II's primary campaign, you can start again with the same character for a significantly greater challenge. You'll keep all of the skills, gold, and gear you worked so hard for.",1570126191954,torchlight-2-switch,/content/dam/noa/en_US/games/switch/t/torchlight-2-switch/Switch_Torchlight2_box_eShop.png,41dndjaTE6CQLWdfP_gnqQwppo5LJhCy,Nintendo Switch,2019-09-03T00:00:00.000-07:00,[],"['Action', 'Adventure', 'Multiplayer', 'Role-Playing']",Teen,"['Violence', 'Blood and Gore']",na,['Online Play via Nintendo Switch Online'],[],"['3+', '2+', '1+']",['Perfect World'],,up to 4 players,False,False,['Available now'],7b26f50f-2f9b-3aee-8dbc-3de7c0c51a8d,"{'title': {'value': 'Torchlight II', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000016678', 'matchLevel': 'none', 'matchedWords': []}}",70010000016678,19.99,$10 - $19.99,,,
349,game,en_US,/games/detail/final-fantasy-8-remastered-switch,FINAL FANTASY VIII Remastered,"It is a time of war.
The Republic of Galbadia, under the influence of the sorceress Edea, mobilises its great armies against the other nations of the world.
Squall and other members of SeeD, an elite mercenary force, join hands with Rinoa, a resistance fighter, to fight against Galbadia's tyrannical rule and to prevent Edea from fulfilling her ultimate goal.
This product is a remaster of FINAL FANTASY VIII, featuring multiple enhancements including additional options to customise your gameplay experience and difficulty, such as:
- Battle assist options (HP, ATB gauge, and Limit Break boosts)
- Game speed boost (x3)
- No random encounters",1569957018124,final-fantasy-8-remastered-switch,/content/dam/noa/en_US/games/switch/f/final-fantasy-8-remastered-switch/Switch_FF8Remastered_box_eShop.png,/content/dam/noa/en_US/games/switch/f/final-fantasy-8-remastered-switch/screenshot-gallery/Switch_FF8Remastered_01.jpg,Nintendo Switch,2019-09-03T00:00:00.000-07:00,[],['Role-Playing'],Teen,"['Mild Blood', 'Mild Language', 'Suggestive Themes', 'Use of Alcohol', 'Violence']",na,['Online Play via Nintendo Switch Online'],[],[],['Square Enix'],,1 player,False,False,['Available now'],7908b33d-8043-303a-a42b-ef6ae282cd2c,"{'title': {'value': 'FINAL FANTASY VIII Remastered', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000019037', 'matchLevel': 'none', 'matchedWords': []}}",70010000019037,19.99,$10 - $19.99,,,
350,game,en_US,/games/detail/fin-and-the-ancient-mystery-switch,Fin and the Ancient Mystery,"Fin must unravel the mysteries of the Clan and find hidden crystal artifacts to protect the world from the ancient Destroyer.&nbsp;
The hero will face everything - from tragedy and betrayal to new friends and an incredible adventure! Fin cannot tell his friends and his foes apart until he meets them himself.
This 2D adventure game will give you a chance both to brandish a sword and put your brain to good use. Not only will you have to fight for dear life, but also solve entertaining puzzles to stay alive!

You will ecounter interesting quests, and it will take all your wits to get to the next Metroidvania level. Don't forget to grind some levels to be stronger and tougher!

&nbsp;
GAME FEATURES:
- Use your SWORD AND MAGIC to defeat the enemies.
- JUMP and run to dodge attacks and traps.
- Fight UNUSUAL and dangerous enemies - a VARIETY of monsters and even machines!
- Find the WEAK SPOT OF EVERY BOSS and vanquish them!
- Collect all the TREASURERS scattered along METROIDVANIA!&nbsp;
- GRIND by defeating treacherous enemies. Experience is invaluable and will make you both a great swordsman and a skilled magician!
- Travel across BREATHTAKING levels: icy permafrost, sandy desert, green tropics, dungeons, ruins and the world beyond time.
- The platformer's stages are filled with obstacles and VARIOUS TRAPS which fly, spin, shoot and strike at you in every possible way.
- EXPLORE the platformer levels and search SECRET ROOMS to pick up bottles with magic potions. Potions will help you to become even stronger!
- INVESTIGATE all the items that come into your paws. Remember that even a harmless wooden barrel can hide SECRETS.
- Solve PUZZLES to find hidden artifacts.
&nbsp;
The game has been translated into the following languages: English, French, Italian, German, Spanish, Russian, Arabic, Japanese, Korean and Portugese.",1570119002718,fin-and-the-ancient-mystery-switch,/content/dam/noa/en_US/games/switch/f/fin-and-the-ancient-mystery-switch/Switch_FinandtheAncientMystery_box_eShop.png,VnNWFiaTE6eWVfK-FvDQMc63LmEfeF0D,Nintendo Switch,2019-09-03T00:00:00.000-07:00,['Metroid'],"['Action', 'Adventure', 'Platformer', 'Role-Playing']",Everyone 10+,"['Fantasy Violence', 'Mild Blood']",na,['Deals'],[],[],['Silesia Games'],['Tzimmes Games'],1 player,False,False,['Available now'],60f3df85-8348-3480-b885-0f81791ccc95,"{'title': {'value': 'Fin and the Ancient Mystery', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000021350', 'matchLevel': 'none', 'matchedWords': []}, 'salePrice': {'value': '2.99', 'matchLevel': 'none', 'matchedWords': []}}",70010000021350,4.99,$0 - $4.99,2.99,,
351,game,en_US,/games/detail/spyro-reignited-trilogy-switch,Spyro™ Reignited Trilogy,"The original roast master is back, and he’s on-the-go! Same sick burns, same smoldering attitude, now all scaled up in stunning HD. Spyro is bringing the heat like never before in the Spyro™ Reignited Trilogy game collection. Rekindle the fire with remastered versions of the original three games, Spyro™ the Dragon, Spyro™ 2: Ripto's Rage! and Spyro™: Year of the Dragon. Explore the expansive realms, re-encounter the fiery personalities and relive the adventure in fully remastered glory. Because when there’s a realm that needs saving, there’s only one dragon to call.
&nbsp;
• Relive all your favorite moments from the first 3 games on Nintendo for the first time, wherever you go
• Play as Spyro, Hunter, Sheila, Agent 9 and more favorite characters from all the levels, mini games and side quests you know and love from the original Trilogy
• Soar through more than 100 levels, faithfully in the spirit of the originals and now reimagined with lush environments and stunning new details",1569957018124,spyro-reignited-trilogy-switch,/content/dam/noa/en_US/games/switch/s/spyro-reignited-trilogy-switch/Switch_SpyroReignitedTrilogy_box.png,/content/dam/noa/en_US/games/switch/s/spyro-reignited-trilogy-switch/screenshot-gallery/Switch_SpyroReignitedTrilogy_01.jpg,Nintendo Switch,2019-09-03T00:00:00.000-07:00,[],"['Adventure', 'Platformer']",Everyone 10+,"['Cartoon Violence', 'Comic Mischief']",na,[],['At retail'],[],['Activision'],['Toys For Bob'],1 player,False,False,['Available now'],483207f9-f73e-3970-b26c-e7c54cf92a6f,"{'title': {'value': 'Spyro™ Reignited Trilogy', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000019384', 'matchLevel': 'none', 'matchedWords': []}}",70010000019384,39.99,$20 - $39.99,,,
352,game,en_US,/games/detail/root-letter-last-answer-switch,Root Letter: Last Answer,"The return of the best-selling interactive mystery visual novel! Follow in the footsteps of Aya Fumino, a school penfriend allegedly involved in a tragic murder 15 years ago. Explore the prefecture of Shimane, uncover clues, and use the letters you wrote to each other to track down her childhood friends for questioning. But perhaps these friends, now adults living a peaceful life, will not be eager to let their painful memories resurface…&nbsp;",1569957018124,root-letter-last-answer-switch,/content/dam/noa/en_US/games/switch/r/root-letter-last-answer-switch/Switch_RootLetter_box.png,VhNWFiaTE6qLNck43LfOX1MYCBxNqbTz,Nintendo Switch,2019-09-03T00:00:00.000-07:00,[],"['Action', 'Adventure', 'Strategy', 'Puzzle']",Mature,"['Blood', 'Strong Language', 'Suggestive Themes', 'Violence']",na,[],['At retail'],[],['Pqube'],['KADOKAWA GAMES'],1 player,False,False,['Available now'],33e710cf-e1a4-39a4-a5ce-fbf34779f3cc,"{'title': {'value': 'Root Letter: Last Answer', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000018342', 'matchLevel': 'none', 'matchedWords': []}}",70010000018342,29.99,$20 - $39.99,,,
353,game,en_US,/games/detail/wand-wars-switch,Wand Wars,"Wand Wars is a fast-paced, top-down, magical sports game. Players ride brooms over ancient arenas, cast arcane spells and turn opponents into adorable chickens.&nbsp;
Try to control a powerful magical sphere that bounces around the arena, increasing in speed and size over time. The game's epic stages, colorful characters and quirky powerups generate competitive gameplay that is incredibly fun to participate in and spectate.&nbsp;
Hone your skills and uncover the magical universe of Wand Wars in Story Mode or battle your way through the unlimited chaos of The Trials. Play against up to 3 friends or the computer in 7 exciting multiplayer modes.
&nbsp;
Key Features
• Singleplayer modes: Story Mode and The Trials (with optional 2 person co-op).
• Local Multiplayer (up to 4 players) with 7 play modes: Arcane Arena, Team Arena, Merlinball, Hexout, Team Hexout, Spellstorm and Medley.
• Game changing arenas, powerups and spells.
• Unlock content with XP.
• Beautiful pixel art graphics with a modern twist.
• Original soundtrack full of magic.",1569957018124,wand-wars-switch,/content/dam/noa/en_US/games/switch/w/wand-wars-switch/Switch_WandWars_box_eShop.png,9uaW9maTE6VK08ReDDYJpkyJv6OFFJQZ,Nintendo Switch,2019-09-02T00:00:00.000-07:00,[],"['Action', 'Arcade', 'Party', 'Sports']",Everyone,[],na,['Online Play via Nintendo Switch Online'],[],"['3+', '2+', '1+']",['Moonradish'],['Moonradish'],up to 4 players,False,False,['Available now'],14e89809-f1c0-37f4-9730-ac63aa205458,"{'title': {'value': 'Wand Wars', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000019562', 'matchLevel': 'none', 'matchedWords': []}}",70010000019562,19.99,$10 - $19.99,,,
354,game,en_US,/games/detail/risk-of-rain-2-switch,Risk of Rain 2,"No run will ever be the same with randomized stages, enemies, bosses, and items. Play solo, or team up with up to four friends to fight through hordes of monsters, unlock new loot, and find a way to escape the planet. Additional survivors, stages, items, enemies, and features are still in active development and will be added in multiple free content updates.",1569957018124,risk-of-rain-2-switch,/content/dam/noa/en_US/games/switch/r/risk-of-rain-2-switch/Switch_RiskofRain2_box_eShop.png,UycWNjaTE6iKR5EGCIjlv5maOZ0hpszi,Nintendo Switch,2019-08-30T00:00:00.000-07:00,[],"['Action', 'Multiplayer', 'Indie']",Teen,"['Blood', 'Drug Reference', 'Fantasy Violence', 'Users Interact']",na,['Online Play via Nintendo Switch Online'],[],"['3+', '2+', '1+']",['Gearbox Publishing'],['Hopoo Games'],up to 4 players,False,False,['Available now'],f8967524-5a89-3701-a5b5-219be13a4cbf,"{'title': {'value': 'Risk of Rain 2', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000020030', 'matchLevel': 'none', 'matchedWords': []}}",70010000020030,29.99,$20 - $39.99,,,
355,game,en_US,/games/detail/legend-of-the-skyfish-switch,Legend of the Skyfish,"Legend of the Skyfish is a beautiful level-based adventure puzzler with a unique weapon and tool - a fishing pole!
Follow the intrepid Little Red Hook on her journey with the Moonwhale to defeat the monstrous Skyfish.

Use your fishing pole as a weapon or a grappling hook, and upgrade it as you go.

Legend of the Skyfish features beautiful hand-painted art, intricate action puzzles and unique enemies. Explore a huge world of 45 handcrafted levels and defeat giant bosses.

Features:

- Unique fishing/grappling hook mechanics

- Gorgeous hand-painted environments and creatures
- Original music score by Sean Beeson
- 45 handcrafted levels
- Epic boss fights
- Various puzzles to solve",1569957018124,legend-of-the-skyfish-switch,/content/dam/noa/en_US/games/switch/l/legend-of-the-skyfish-switch/Switch_LegendOfTheSkyfish_box_eShop.png,JwbjdkaTE6_edIu4c22sNFa0ILFWn77-,Nintendo Switch,2019-08-30T00:00:00.000-07:00,[],"['Adventure', 'Arcade', 'Puzzle']",Everyone 10+,"['Fantasy Violence', 'Mild Blood']",na,['Online Play via Nintendo Switch Online'],[],[],['Ratalaika Games'],['Mgaia Studio'],1 player,False,False,['Available now'],e757be67-67b5-30a2-a6b8-af802c72ab86,"{'title': {'value': 'Legend of the Skyfish', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000021982', 'matchLevel': 'none', 'matchedWords': []}}",70010000021982,7.99,$5 - $9.99,,,
